,,,,,Working-age population (thousands),,,,,,,
Armenia,LFS - Household Labour Force Survey,Female,Urban,2019,754.2,162.1,440.1,,97.5,54.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Total,National,2020,2336.5,554.9,1451.3,,252.4,77.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Total,Rural,2020,932.3,214.6,614.1,,88.8,14.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Total,Urban,2020,1404.2,340.4,837.3,,163.6,63,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Male,National,2020,1060.7,304.4,708.7,,34.2,13.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Male,Rural,2020,452.9,131.9,301.7,,15.3,4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Male,Urban,2020,607.8,172.5,407,,18.9,9.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Female,National,2020,1275.8,250.5,742.7,,218.2,64.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Female,Rural,2020,479.4,82.7,312.4,,73.5,10.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Female,Urban,2020,796.4,167.9,430.3,,144.6,53.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Total,National,2021,2364.6,554.3,1471.2,,265.3,73.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Total,Rural,2021,957.2,211,637.2,,96,13,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Total,Urban,2021,1407.5,343.3,834.1,,169.3,60.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Male,National,2021,1054.6,301.3,709.6,,31.5,12.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Male,Rural,2021,458.4,132.9,307.7,,14.3,3.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Male,Urban,2021,596.2,168.4,401.9,,17.2,8.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Female,National,2021,1310,253,761.7,,233.8,61.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Female,Rural,2021,498.8,78.1,329.5,,81.7,9.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Armenia,LFS - Household Labour Force Survey,Female,Urban,2021,811.2,174.9,432.2,,152.1,52,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - maximum age: 75 years old"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,National,2011,17641.9,4755.8,8815,1432.5,827.8,1807.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Rural,2011,2411.7,528.6,1335.6,190.7,88,268.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Urban,2011,15230.2,4227.2,7479.5,1241.8,739.8,1538.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,National,2011,8702.6,2650.9,4415,711.9,172.4,752.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Rural,2011,1207,303.1,658,92.5,28.8,124.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Urban,2011,7495.6,2347.9,3757.1,619.4,143.6,627.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,National,2011,8939.2,2104.9,4400,720.6,655.4,1054.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Rural,2011,1204.6,225.6,677.6,98.2,59.2,144,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Urban,2011,7734.6,1879.3,3722.4,622.4,596.2,910.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,National,2012,17955.3,4816.1,8933.6,1415.1,877.6,1911.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Rural,2012,2457.7,534.9,1343.2,181.5,119.2,279,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Urban,2012,15497.6,4281.3,7590.5,1233.6,758.4,1632.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,National,2012,8855,2628.6,4478.9,734.8,216.5,795.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Rural,2012,1230,298.3,669.8,96,38.3,127.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Urban,2012,7625,2330.3,3809,638.8,178.2,667.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,National,2012,9100.3,2187.5,4454.8,680.4,661.1,1116.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Rural,2012,1227.7,236.5,673.3,85.5,80.8,151.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Urban,2012,7872.6,1951,3781.4,594.8,580.3,965,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,National,2013,18257.5,4920.2,8987.1,1519.2,839.6,1991.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Rural,2013,2487.6,515,1434.2,160.9,88.8,288.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Urban,2013,15769.1,4405.2,7552.2,1358.3,750.8,1702.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,National,2013,8994.6,2696.1,4514.2,767.2,213.1,803.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Rural,2013,1216.8,271.3,711.4,80.2,24.5,129.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Urban,2013,7777.8,2424.8,3802.8,687,188.6,674.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,National,2013,9262.9,2224.1,4472.9,751.9,626.5,1187.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Rural,2013,1270.8,243.7,722.8,80.7,64.3,159.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Urban,2013,7991.4,1980.5,3749.4,671.2,562.2,1028,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,National,2014,18529.5,5025.5,9063.4,1608,847.6,1984.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Rural,2014,2670.5,606.9,1493.9,207.7,100,262,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Urban,2014,15859,4418.6,7569.5,1400.2,747.6,1722.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,National,2014,9117.3,2772.6,4522.1,801.6,207.3,813.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Rural,2014,1332.2,347.5,734,102,24.1,124.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Urban,2014,7785.2,2425.1,3788.1,699.5,183.2,689.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,National,2014,9412.2,2253,4541.3,806.4,640.3,1170.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Rural,2014,1338.4,259.4,759.9,105.7,75.9,137.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Urban,2014,8073.8,1993.6,3781.4,700.7,564.4,1032.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,National,2015,18803.9,5117.4,9199.4,1590.9,844.6,2050.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Rural,2015,2824.9,623.4,1573.5,216.8,114.5,296.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Urban,2015,15979.1,4494,7625.9,1374.1,730.1,1754,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,National,2015,9242.4,2797.5,4599.2,799.9,194.8,851,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Rural,2015,1384.2,335.1,777.2,110.1,25.1,136.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Urban,2015,7858.2,2462.4,3822,689.8,169.7,714.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,National,2015,9561.6,2319.9,4600.2,790.9,649.8,1199.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Rural,2015,1440.7,288.3,796.3,106.7,89.4,160,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Urban,2015,8120.9,2031.6,3803.9,684.3,560.4,1039.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,National,2016,19119.5,5207.5,9254.7,1702.1,845.4,2107.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Rural,2016,2877.8,650.9,1608.2,241.2,108.6,269,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Urban,2016,16241.6,4556.5,7646.5,1460.9,736.8,1838.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,National,2016,9390.8,2867.3,4615.3,848.9,198.1,859.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Rural,2016,1426.9,359.9,793.6,118.4,27.5,127.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Urban,2016,7963.9,2507.3,3821.8,730.5,170.6,731.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,National,2016,9728.6,2340.2,4639.3,853.3,647.2,1248.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Rural,2016,1450.9,291,814.6,122.8,81.1,141.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Urban,2016,8277.7,2049.2,3824.7,730.5,566.2,1107.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
